indice_desenvolvimento_cidade,horas_formacao,anos_exp_num,genero,experiencia_relevante,inscricao_universidade,nivel_educacao,area_formacao,tipo_empresa,dimensao_empresa,anos_desde_ultimo_emprego,target
0.691,151,3.0,Outro,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,1 ano,1
0.794,118,17.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,4 anos,0
0.624,8,2.0,Desconhecido,Com experiência relevante,Desconhecido,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Desconhecido,Nunca,0
0.92,42,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Mais de 4 anos,0
0.866,59,9.0,Desconhecido,Sem experiência relevante,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.92,156,9.0,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,0
0.897,27,7.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,3 anos,0
0.92,147,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,3 anos,0
0.92,48,17.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.926,40,10.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Outro,100 a 500,Nunca,1
0.897,182,4.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.624,216,7.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Nunca,1
0.91,80,14.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,1 ano,0
0.802,73,11.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,Gestão e Negócios,Desconhecido,Desconhecido,1 ano,0
0.92,8,10.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,1 ano,0
0.91,18,3.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,3 anos,1
0.91,36,2.0,Desconhecido,Sem experiência relevante,Não inscrito,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.926,12,4.0,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,Desconhecido,0
0.92,46,4.0,Desconhecido,Sem experiência relevante,Não inscrito,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,0
0.624,12,3.0,Desconhecido,Sem experiência relevante,Não inscrito,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,0
0.924,54,8.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Menos de 10,1 ano,0
0.92,35,11.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,2 anos,0
0.939,64,8.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,10000 ou mais,2 anos,0
0.698,48,2.0,Feminino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.698,82,6.0,Desconhecido,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,1 ano,0
0.855,41,8.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,1
0.624,77,13.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,3 anos,1
0.884,52,11.0,Masculino,Com experiência relevante,Não inscrito,Ensino Básico,Desconhecido,Empresa privada,1000 a 4999,1 ano,0
0.92,23,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,0
0.624,64,4.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,1
0.92,9,6.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Humanidades,Empresa privada,10000 ou mais,1 ano,0
0.624,32,5.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,10 a 49,1 ano,0
0.624,33,2.0,Desconhecido,Sem experiência relevante,Desconhecido,Licenciatura,Sem especialização,Desconhecido,Desconhecido,Nunca,1
0.92,28,4.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.92,130,4.0,Desconhecido,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,4 anos,0
0.91,13,2.0,Masculino,Sem experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.624,22,13.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,2 anos,0
0.698,2,12.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,100 a 500,1 ano,0
0.92,89,5.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.92,53,4.0,Feminino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,10 a 49,4 anos,0
0.92,138,3.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,1
0.754,10,17.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,1
0.899,41,9.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,1 ano,0
0.624,60,5.0,Feminino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,3 anos,0
0.624,26,5.0,Feminino,Sem experiência relevante,Curso a tempo inteiro,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,1
0.738,28,8.0,Feminino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.92,56,4.0,Outro,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.92,22,10.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,4 anos,1
0.624,43,4.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,1
0.897,210,5.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Desconhecido,Desconhecido,Desconhecido,Desconhecido,1 ano,0
0.878,112,3.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,3 anos,1
0.92,234,21.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,Humanidades,Setor público,1000 a 4999,Mais de 4 anos,0
0.92,330,21.0,Masculino,Com experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,4 anos,0
0.682,24,3.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.698,44,12.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.913,16,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,0
0.92,96,2.0,Outro,Com experiência relevante,Não inscrito,Licenciatura,Artes,Desconhecido,500 a 999,1 ano,0
0.754,124,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,3 anos,0
0.802,46,4.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,100 a 500,Nunca,0
0.624,53,3.0,Desconhecido,Com experiência relevante,Não inscrito,Desconhecido,Desconhecido,Startup em fase inicial,10 a 49,1 ano,1
0.91,35,21.0,Masculino,Com experiência relevante,Curso a tempo parcial,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,Mais de 4 anos,0
0.848,8,21.0,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,1
0.802,145,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.884,16,13.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,0
0.92,43,6.0,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.926,46,10.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Empresa privada,100 a 500,Mais de 4 anos,0
0.91,118,17.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.754,74,19.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,4 anos,0
0.804,57,17.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",ONG,50 a 99,1 ano,0
0.794,108,1.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Menos de 10,1 ano,0
0.624,324,9.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,10 a 49,1 ano,1
0.903,54,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",ONG,Menos de 10,3 anos,1
0.527,50,1.0,Feminino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.92,48,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,10 a 49,4 anos,0
0.767,48,4.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,1 ano,0
0.91,300,21.0,Masculino,Com experiência relevante,Não inscrito,Desconhecido,Desconhecido,Desconhecido,Desconhecido,2 anos,0
0.754,30,11.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,Gestão e Negócios,Desconhecido,Desconhecido,4 anos,1
0.926,42,21.0,Masculino,Com experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,4 anos,1
0.884,7,19.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,Menos de 10,2 anos,1
0.913,22,2.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,Nunca,0
0.527,118,9.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,1
0.624,30,5.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Setor público,100 a 500,2 anos,0
0.624,55,4.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,0
0.555,124,11.0,Desconhecido,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,1
0.624,74,9.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,1 ano,1
0.897,44,14.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.92,30,3.0,Desconhecido,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Desconhecido,0
0.92,258,21.0,Desconhecido,Com experiência relevante,Desconhecido,Licenciatura,Humanidades,Desconhecido,Desconhecido,1 ano,0
0.91,328,13.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,0
0.92,139,6.0,Desconhecido,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,1
0.802,20,11.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,1 ano,0
0.8959999999999999,30,7.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,Menos de 10,2 anos,0
0.5579999999999999,87,4.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Startup em fase inicial,Menos de 10,1 ano,0
0.92,36,21.0,Masculino,Sem experiência relevante,Não inscrito,Doutoramento,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Mais de 4 anos,0
0.92,25,21.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,Mais de 4 anos,0
0.698,25,9.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,Nunca,0
0.92,40,9.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,Mais de 4 anos,0
0.92,26,6.0,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,Desconhecido,Empresa privada,10000 ou mais,1 ano,0
0.924,84,11.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Startup em fase inicial,Menos de 10,1 ano,0
0.624,7,2.0,Desconhecido,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.804,14,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,1 ano,0
0.92,56,9.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,1000 a 4999,2 anos,1
0.926,36,9.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,Mais de 4 anos,0
0.855,108,9.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,Mais de 4 anos,0
0.843,123,6.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,500 a 999,Mais de 4 anos,0
0.92,101,10.0,Feminino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,4 anos,1
0.624,43,9.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,2 anos,0
0.887,96,12.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,4 anos,1
0.624,87,21.0,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Desconhecido,2 anos,0
0.903,24,9.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10000 ou mais,1 ano,1
0.903,12,21.0,Masculino,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Startup financiada,50 a 99,Mais de 4 anos,0
0.92,136,21.0,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,2 anos,0
0.624,89,6.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,100 a 500,3 anos,0
0.855,99,10.0,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,50 a 99,1 ano,0
0.924,28,3.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Desconhecido,Menos de 10,1 ano,0
0.767,17,4.0,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,Desconhecido,Desconhecido,Desconhecido,2 anos,1
0.897,55,8.0,Desconhecido,Com experiência relevante,Não inscrito,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,Desconhecido,1 ano,0
0.92,4,14.0,Masculino,Com experiência relevante,Não inscrito,Licenciatura,"Ciência, Tecnologia, Engenharia e Matemática",Empresa privada,10 a 49,2 anos,0
